recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Apple Hand Pies,"['tablespoons butter', 'large green apples - peeled', 'cored', 'and cut into chunks', 'tablespoons brown sugar', '¼  white sugar', '¼ teaspoon salt', '½ teaspoons ground cinnamon', 'or to taste', 'teaspoon water', 'or more if needed', 'prepared pie dough', 'cut into  pieces', 'egg', 'teaspoons milk', 'teaspoon white sugar', 'or as needed']",american,35,"Prep Time: 25 mins, Cook Time: 35 mins, Additional Time: 15 mins, Total Time: 1 hrs 15 mins, Servings: 4, Yield: 4 hand pies",742,4,4.7,https://www.allrecipes.com/recipe/234374/apple-hand-pies/,https://www.allrecipes.com/thmb/euXNMeXiywj4v6L_dLhpSqwsN0g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/234374-apple-hand-pies-mfs-1-8458cf2b0e764a7ab31c2d6aa0e3e841.jpg,"Melt butter in a large skillet over medium heat; let butter brown to a light golden color and smell toasted, about 1 minute. Stir apples into hot butter; sprinkle with 1/4 cup white sugar, brown sugar, and salt. Cook and stir apple mixture until apples are softened, about 5 minutes. Mix in cinnamon and water; continue cooking until apples are soft and sticky, 1 to 2 more minutes. Spread apple filling onto a plate to cool.
Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with a silicone mat or parchment paper.
Form a dough piece into a ball, place on a floured work surface, and roll into a circle about 8 inches in diameter. Spoon 1/3 to 1/2 cup apple filling in the center. Fold dough over filling, leaving about 1 inch of dough on the bottom side visible below the top side. Gently press dough closed around filling, using your fingertips.
Fold the overhanging bottom part of dough up over the top edge, working your way around the crust, and pinch the overhang tightly to the top part of the crust.
Crimp the edge tightly closed, pinching a little bit of dough with the thumb and forefinger of one hand and using your index finger on the other hand to push a small notch into the pinched dough. Continue pinching and notching all the way around until crust is tightly crimped together. Repeat with remaining dough and filling. Transfer pies onto prepared baking sheet.
Whisk egg with milk in a small bowl until thoroughly combined. Brush top of each hand pie with egg mixture and sprinkle with about 1/4 teaspoon white sugar. Cut 3 small vent holes in the top of each pie.
Bake in the preheated oven until pies are golden brown and filling is bubbling, 25 to 30 minutes. Let cool for at least 15 minutes before serving.











Dotdash Meredith Food Studios
"
Amazing Apple Butter,"['pounds apples', 'quartered', 'unsweetened apple juice', 'white sugar', 'tablespoon apple cider vinegar', '½ teaspoons ground cinnamon', '½ teaspoon ground cloves', '½ teaspoon ground allspice', 'half-pint canning jars with lids and rings']",american,625,"Prep Time: 10 mins, Cook Time: 10 hrs 25 mins, Additional Time: 5 mins, Total Time: 10 hrs 40 mins, Servings: 48, Yield: 6 cups",80,48,4.9,https://www.allrecipes.com/recipe/229892/amazing-apple-butter/,https://www.allrecipes.com/thmb/x6vOON48-nGa1EFyDtv3yP_-yNE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4097964-91fe5b73052648c7a2dad2ee8283ad23.jpg,"Combine apples and apple juice in a stockpot; bring to a boil. Reduce heat and cook at a simmer until apples are soft and mushy, 20 to 30 minutes.
Spoon apples into a food mill and process into puree while discarding the cores and peels remaining in the mill. Transfer process apples to a slow cooker.
Cook on High with the lid off until the moisture evaporates and the volume reduces by about half, overnight to 24 hours.
Stir sugar, apple cider vinegar, cinnamon, cloves, and allspice through the apple puree.
Continue cooking on High until mixture mounds on a chilled plate without any water separating from the edges, another 2 to 6 hours.
Sterilize the jars and lids in boiling water for at least 5 minutes. Pack the apple butter into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process 5 to 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area."
Easy Apple Cinnamon Muffins,"['½  all-purpose flour', '¾  white sugar', 'teaspoons baking powder', 'teaspoon ground cinnamon', '½ teaspoon salt', 'egg', '⅓  vegetable oil', '⅓  milk', 'apples - peeled', 'cored and chopped']",american,25,"Prep Time: 20 mins, Cook Time: 25 mins, Total Time: 45 mins, Servings: 6, Yield: 6 large muffins",601,6,4.1,https://www.allrecipes.com/recipe/24352/easy-apple-cinnamon-muffins/,https://www.allrecipes.com/thmb/KJ3htdTnxZsf9tSvbqILDsqeSaI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5907258-easy-apple-cinnamon-muffins-Kelly-McCulley-1x1-1-b3c6941ddef3499bafc0399c022ac08f.jpg,"Preheat the oven to 400 degrees F (200 degrees C). Grease 6 large muffin cups or line with paper muffin liners.
Make muffins: Stir together flour, sugar, baking powder, cinnamon, and salt in a large bowl. Mix in egg, oil, and milk. Fold in chopped apples. Spoon batter into the prepared muffin cups, filling just below the rim.
Make topping: Place sugar, butter, flour, and cinnamon into a small bowl; mash mixture with a fork and sprinkle over unbaked muffins.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 20 to 25 minutes.











Kelly McCulley
"
Debbie's Amazing Apple Bread,"['eggs', 'white sugar', '½  vegetable oil', 'teaspoons vanilla extract', 'apples', 'peeled and diced', 'all-purpose flour', '½ teaspoons salt', 'teaspoon baking powder', '½ teaspoon ground cinnamon', 'or more to taste']",american,60,"Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 1 9x5-inch loaf",376,10,4.1,https://www.allrecipes.com/recipe/231288/debbies-amazing-apple-bread/,https://www.allrecipes.com/thmb/scNfqqIpDtfCcaFQIjsvzmxCSV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4580871_Debbies-Amazing-Apple-Bread-1x1-1-3f46182021ab4a889b86f7dac9c1c9fb.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Beat eggs, sugar, vegetable oil, and vanilla extract in a mixing bowl; stir in apples.
Mix flour, salt, baking powder, and cinnamon in a separate bowl; add to apple mixture and stir just until evenly combined. Pour batter into the prepared loaf pan.
Bake in the preheated oven for 45 minutes. Cover loaf pan with aluminum foil; continue baking until a toothpick inserted into the center comes out clean, about 15 minutes more. Cool in the pan for 10 minutes before removing to cool completely on a wire rack.











Aaron Brown
"
Mom's Apple Fritters,"['quart vegetable oil for deep-frying', '½  all-purpose flour', 'tablespoon white sugar', 'teaspoons baking powder', '½ teaspoon salt', '⅔  milk', 'large eggs', 'beaten', 'tablespoon vegetable oil', 'apples - peeled', 'cored and chopped', 'cinnamon sugar']",american,15,"Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 24",121,24,4.5,https://www.allrecipes.com/recipe/90295/moms-apple-fritters/,https://www.allrecipes.com/thmb/cU_5TCv2LWEf-I2QJbXTsJUaGSI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/90295-moms-apple-fritters-ddmfs-1X1-5783-a6edf46cd33c4a00ad5a02432822e57d.jpg,"Heat oil in a deep fryer or electric skillet to 375 degrees F (190 degrees C).
Stir together flour, sugar, baking powder, and salt in a large bowl. Pour in milk, eggs, and oil; stir until well blended. Mix in apples until evenly distributed.
Working in small batches to prevent overcrowding, drop spoonfuls of batter into the deep fryer and fry in hot oil until golden all over, about 5 minutes. Use a slotted spoon to transfer fritters to a paper towel-lined plate. Toss warm fritters with cinnamon sugar in a bowl until well coated.











Dotdash Meredith Food Studios
"
Easy Apple Crisp with Pie Filling,"['can apple pie filling', '½ teaspoon ground cinnamon', '½ teaspoon ground nutmeg', 'margarine', '¼  brown sugar', 'all-purpose flour']",american,20,"Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 6, Yield: 1 8x8-inch dish",567,6,3.5,https://www.allrecipes.com/recipe/22917/easy-apple-crisp-with-pie-filling/,https://www.allrecipes.com/thmb/bQ7QL-XFrgBwNMsa43zSyaX_xmM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7813774-acbbc3ca7c0f4caaa24f2d4c07b7b83f.jpg,"Preheat the oven to 350 degrees F (175 degrees C).
Spread pie filling in an 8x8-inch baking dish. Sprinkle with cinnamon and nutmeg.
Cream together margarine and sugar. Cut in flour with a pastry blender until the mixture resembles coarse crumbs. Sprinkle mixture over pie filling.
Bake in the preheated oven until the topping is brown and crisp and the filling is hot and bubbly, about 20 minutes."
Apple Strudel Muffins,"['all-purpose flour', 'teaspoon baking powder', '½ teaspoon baking soda', '½ teaspoon salt', 'white sugar', '½  butter', 'large eggs', '¼ teaspoons vanilla', '½  chopped apples']",german,20,"Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 5 mins, Total Time: 45 mins, Servings: 12, Yield: 12 muffins",266,12,4.5,https://www.allrecipes.com/recipe/33157/apple-strudel-muffins/,https://www.allrecipes.com/thmb/QTc6kTodu38CuuTDlcAz9XbueDA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1097944-apple-strudel-muffins-Korona-1x1-2-6710dec0aba7474a80c89f21a2059ebc.jpg,"Preheat the oven to 375 degrees F (190 degrees C). Grease a 12-cup muffin pan.
Mix flour, baking powder, baking soda, and salt in a medium bowl.
Beat together sugar, butter, and eggs in a large bowl until smooth. Mix in vanilla. Stir in apples, then gradually blend in flour mixture. Spoon batter into the prepared muffin pan.
Make topping: Mix brown sugar, flour, and cinnamon in a small bowl. Cut in butter until mixture resembles coarse crumbs. Sprinkle over each muffin top.
Bake in the preheated oven until a toothpick inserted in the center of a muffin comes out clean, about 20 minutes. Let sit 5 minutes before transferring muffins to a wire rack to cool.











Korona
"
Delicious Cinnamon Baked Apples,"['teaspoon butter', 'tablespoons brown sugar', 'teaspoons vanilla sugar', 'teaspoons ground cinnamon', 'teaspoon ground nutmeg', 'large apples - peeled', 'cored', 'and sliced', '½ tablespoons water']",american,45,"Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 6",161,6,4.3,https://www.allrecipes.com/recipe/228683/delicious-cinnamon-baked-apples/,https://www.allrecipes.com/thmb/wYuZO3nEvxY6WgITCcHa78l2wlo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/228683-delicious-cinnamon-baked-apples-ddmfs-4X3-1428-9500d581c4ad4d74acc67e4f6c947326.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a large baking dish with butter.
Mix brown sugar, vanilla sugar, cinnamon, and nutmeg in a small bowl. Layer about 1/3 of the apples in the prepared baking dish; sprinkle with 1/3 of the sugar mixture. Repeat layers twice more.
Bake in preheated oven for 30 minutes. Pour water over apples and continue baking until tender, about 15 minutes more."
Waldorf Salad,"['½  mayonnaise', 'tablespoon white sugar', 'teaspoon lemon juice', '⅛ teaspoon salt', 'apples -- peeled', 'cored', 'and chopped', 'thinly sliced celery', '½  chopped walnuts', '½  raisins']",american,32,"Prep Time: 20 mins, Total Time: 20 mins, Servings: 6",293,6,4.6,https://www.allrecipes.com/recipe/16800/waldorf-salad-ii/,https://www.allrecipes.com/thmb/0-fRnnKLjtwxVaqh2PUbkiOTbVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2180807_Waldorf-Salad-II-4x3-1-0d929166ff114b14a0e818e001e0dbe4.jpg,"Whisk together mayonnaise, sugar, lemon juice, and salt in a serving bowl.
Stir in apples, celery, walnuts, and raisins. Cover and chill in the refrigerator until ready to serve."
Apple-Cranberry Crostada,"['tablespoons butter', 'pounds granny smith apples (or other firm', 'crisp apples)', 'peeled', 'quartered', 'cored and sliced -inch thick', 'macintosh apples', 'peeled', 'quartered', 'cored', 'and sliced -inch thick', '½  sugar', '½  dried cranberries', 'sheet frozen puff pastry', 'thawed but still cold', 'egg white', 'lightly beaten', 'tablespoon sugar', 'optional: ice cream or lightly sweetened whipped cream']",american,32,"Servings: 8, Yield: 6 to 8 - servings",418,8,4.4,https://www.allrecipes.com/recipe/76931/apple-cranberry-crostada/,https://www.allrecipes.com/thmb/Tf1wH73bfH6OqlfQySSDtMaP-nw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/517708-5f57072dedb04a389edab3e141517d4d.jpg,"Heat butter in a large skillet over medium-high heat. Add apples, 1/2 cup sugar and cranberries; cover and cook until apples release their liquid, about 5 minutes. Remove lid and continue to cook, stirring frequently, until soft apples fall apart and juices thicken to a thin-syrup consistency, about 5 minutes longer. Pour onto a large-lipped cookie sheet or jellyroll pan and cool to room temperature. (Can be refrigerated in an airtight container up to 5 days.)
Adjust oven rack to low position and heat oven to 400 degrees. Open puff pastry sheet on a lightly floured work surface. Roll into a rectangle, about 10 by 16 inches. Transfer to a large cookie sheet. (I suggest lining the sheet with parchment paper; this ensures the crostada doesn't stick and allows easy cleanup.)
Spread cooked apples over pastry, leaving a 2-inch border. Fold up pastry borders over apples. Unfold corners and form ruffled creases to keep dough from overlapping. Brush pastry border with egg white and sprinkle with the remaining 1 Tb. sugar. Bake until pastry is golden brown, 25 to 30 minutes. Serve warm or at room temperature with optional ice cream or whipped cream."
Apple Pie by Grandma Ople,"['small granny smith apples', 'or as needed', '½  unsalted butter', 'tablespoons all-purpose flour', '½  white sugar', '½  packed brown sugar', '¼  water', 'double-crust pie pastry', 'thawed']",american,60,"Prep Time: 30 mins, Cook Time: 1 hrs, Total Time: 1 hrs 30 mins, Servings: 8, Yield: 1 9-inch pie",387,8,4.8,https://www.allrecipes.com/recipe/12682/apple-pie-by-grandma-ople/,https://www.allrecipes.com/thmb/1I95oiTGz6aEpuHd2DAr33w7Mgg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12682-apple-pie-by-grandma-ople-natasha-titanov-1x1-1-7f1cd9f631d24ff0b90cac0163247686.jpg,"Peel and core apples, then thinly slice. Set aside.
Preheat the oven to 425 degrees F (220 degrees C).
Melt butter in a saucepan over medium heat. Add flour and stir to form a paste; cook until fragrant, about 1 to 2 minutes. Add both sugars and water; bring to a boil. Reduce the heat to low and simmer for 3 to 5 minutes. Remove from the heat.
Press one pastry into the bottom and up the sides of a 9-inch pie pan. Roll out remaining pastry so it will overhang the pie by about 1/2 inch. Cut pastry into eight 1-inch strips.
Place sliced apples into the bottom crust, forming a slight mound. Lay four pastry strips vertically and evenly spaced over apples, using longer strips in the center and shorter strips at the edges.
Make a lattice crust: Fold the first and third strips all the way back so they're almost falling off the pie. Lay one of the unused strips perpendicularly over the second and fourth strips, then unfold the first and third strips back into their original position.
Fold the second and fourth vertical strips back. Lay one of the three unused strips perpendicularly over top. Unfold the second and fourth strips back into their original position.
Repeat Steps 6 and 7 to weave in the last two strips of pastry. Fold and trim excess dough at the edges as necessary, and pinch to secure.
Slowly and gently pour sugar-butter mixture over lattice crust, making sure it seeps over sliced apples. Brush some onto lattice, but make sure it doesn't run off the sides.
Bake in the preheated oven for 15 minutes. Reduce the temperature to 350 degrees F (175 degrees C) and continue baking until apples are soft, 35 to 45 minutes.











Natalie T
"
Sarah's Homemade Applesauce,"['apples - peeled', 'cored and chopped', '¾  water', '¼  white sugar', '½ teaspoon ground cinnamon']",american,15,"Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 4",128,4,4.8,https://www.allrecipes.com/recipe/51301/sarahs-applesauce/,https://www.allrecipes.com/thmb/VY5d0tZHB8xz6y-ef586jR050FE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/25840-Sarahs-Applesauce-2000-56080bc8aac64df59aeec895f1875fc0.jpg,"Combine apples, water, sugar, and cinnamon in a saucepan; cover and cook over medium heat until apples are soft, about 15 to 20 minutes.
Allow apple mixture to cool, then mash with a fork or potato masher until it is the consistency you like.











Photo by cookin'mama.
cookin mama
"
